genome_id,genome_name,label
573.78867,Klebsiella pneumoniae K56649,R
573.29080,Klebsiella pneumoniae strain RADAR69,S
573.69570,Klebsiella pneumoniae KP2301953,S
573.58267,Klebsiella pneumoniae 17334,S
573.66418,Klebsiella pneumoniae 26994_8#178,R
573.58978,Klebsiella pneumoniae K24,S
573.33999,Klebsiella pneumoniae strain NMI3177_15,S
573.78077,Klebsiella pneumoniae MMSV8,S
573.66363,Klebsiella pneumoniae 26994_7#101,S
573.13628,Klebsiella pneumoniae KPN1726ec,S
573.15658,Klebsiella pneumoniae strain K953,S
573.41448,Klebsiella pneumoniae strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R),S
573.26113,Klebsiella pneumoniae strain 5012STDY7312732,S
573.42007,Klebsiella pneumoniae strain MRSN25107,S
573.77922,Klebsiella pneumoniae CRKP1,R
573.44635,Klebsiella pneumoniae 390,S
573.21762,Klebsiella pneumoniae strain EuSCAPE_IT240,R
573.19853,Klebsiella pneumoniae strain BC_5000,R
573.27428,Klebsiella pneumoniae strain 195I4,R
573.30849,Klebsiella pneumoniae strain AS012377,S
573.14118,Klebsiella pneumoniae KPN396ec,R
573.41335,Klebsiella pneumoniae strain Kp_HUCA_4,S
573.14302,Klebsiella pneumoniae KPN660ec,S
573.13872,Klebsiella pneumoniae KPN2046ec,R
573.21155,Klebsiella pneumoniae strain EuSCAPE_TR029,S
573.26134,Klebsiella pneumoniae strain 5012STDY7312749,S
573.49027,Klebsiella pneumoniae 13001,R
573.27503,Klebsiella pneumoniae strain 1077,R
573.13001,Klebsiella pneumoniae 3290,S
573.24324,Klebsiella pneumoniae strain MRSN20094,R
573.16478,Klebsiella pneumoniae strain C13,S
573.27285,Klebsiella pneumoniae strain AH3176-1,R
573.52764,Klebsiella pneumoniae KP_3996,R
573.79327,Klebsiella pneumoniae KP03_UID2108280003,S
573.49096,Klebsiella pneumoniae M71,S
573.13346,Klebsiella pneumoniae KPN1401ec,R
573.52741,Klebsiella pneumoniae P3,S
573.44024,Klebsiella pneumoniae P30-60,S
573.52285,Klebsiella pneumoniae COL-Kpn90,R
573.14444,Klebsiella pneumoniae KPN854ec,S
573.44435,Klebsiella pneumoniae SDHK28,R
573.65944,Klebsiella pneumoniae JBBDAFG-19-0181,S
573.21802,Klebsiella pneumoniae strain EuSCAPE_IT127,R
573.79260,Klebsiella pneumoniae 6887,S
573.77952,Klebsiella pneumoniae Y9,R
573.15250,Klebsiella pneumoniae strain 155,S
573.36032,Klebsiella pneumoniae strain CRKP45,R
573.63388,Klebsiella pneumoniae R848,R
573.56911,Klebsiella pneumoniae TUM13800,S
573.13072,Klebsiella pneumoniae KPN1053ec,S
573.42333,Klebsiella pneumoniae strain 20KE,S
573.44695,Klebsiella pneumoniae Kp155,S
573.17893,Klebsiella pneumoniae strain IMT38403,S
573.26118,Klebsiella pneumoniae strain 5012STDY7312734,S
573.77749,Klebsiella pneumoniae KP-416871,R
573.64674,Klebsiella pneumoniae 9772,S
573.12590,Klebsiella pneumoniae strain 45712,R
573.14153,Klebsiella pneumoniae KPN435ec,R
573.30842,Klebsiella pneumoniae strain AS012414,S
573.22090,Klebsiella pneumoniae strain EuSCAPE_LU002,S
573.38795,Klebsiella pneumoniae strain Colony161,S
573.59021,Klebsiella pneumoniae KLP00038,R
573.67339,Klebsiella pneumoniae ERR7221365,S
573.78147,Klebsiella pneumoniae 257I7,S
573.55248,Klebsiella pneumoniae 12,S
573.78684,Klebsiella pneumoniae SI-198,S
573.29882,Klebsiella pneumoniae strain Kpngiani7132587,R
573.37175,Klebsiella pneumoniae strain SP 2441,S
573.49663,Klebsiella pneumoniae Kp.008,S
573.13512,Klebsiella pneumoniae KPN1587ec,R
573.36597,Klebsiella pneumoniae strain B18064,S
573.77717,Klebsiella pneumoniae ESBL7,S
573.66713,Klebsiella pneumoniae KP_NORM_BLD_116361,S
573.24169,Klebsiella pneumoniae strain MUGSI_88,R
573.58292,Klebsiella pneumoniae KP208,S
573.21752,Klebsiella pneumoniae strain EuSCAPE_IT217,S
573.13448,Klebsiella pneumoniae KPN1515ec,R
573.64960,Klebsiella pneumoniae 1001283B150209_150212_C4,S
573.12892,Klebsiella pneumoniae 3371,S
573.47332,Klebsiella pneumoniae CCBH29301,R
573.58381,Klebsiella pneumoniae 1796,S
573.48262,Klebsiella pneumoniae CRK3022,R
573.58327,Klebsiella pneumoniae KP27,S
573.52626,Klebsiella pneumoniae 482,R
573.45106,Klebsiella pneumoniae 5KP2,S
573.13900,Klebsiella pneumoniae KPN2078ec,R
573.79281,Klebsiella pneumoniae CN-305-F,S
573.69393,Klebsiella pneumoniae R_H3,S
573.12578,Klebsiella pneumoniae strain 42188,R
573.46294,Klebsiella pneumoniae 2485STDY5477980,S
573.32123,Klebsiella pneumoniae strain 19KM1109,S
573.52440,Klebsiella pneumoniae KP1510,R
573.14291,Klebsiella pneumoniae KPN626ec,R
573.13082,Klebsiella pneumoniae KPN1067ec,S
573.62506,Klebsiella pneumoniae N2_064_043G1_dasN2_064_043G1_abawaca.2,S
573.40472,Klebsiella pneumoniae strain KP294,S
573.79148,Klebsiella pneumoniae BG4753,S
573.14896,Klebsiella pneumoniae strain L48,R
573.44774,Klebsiella pneumoniae 16B130,R
573.21157,Klebsiella pneumoniae strain EuSCAPE_TR037,S
573.45075,Klebsiella pneumoniae DY1737,R
573.51012,Klebsiella pneumoniae TQ30,S
573.42269,Klebsiella pneumoniae strain Kp_HUCA_Bac_35,S
573.18220,Klebsiella pneumoniae strain WCHKP040009,S
573.14530,Klebsiella pneumoniae KPN966ec,R
573.78935,Klebsiella pneumoniae K3,R
573.64969,Klebsiella pneumoniae 4803,R
573.18007,Klebsiella pneumoniae strain KCRI-131E strain R0004_131E,S
573.26249,Klebsiella pneumoniae strain 5012STDY7626369,S
573.21673,Klebsiella pneumoniae strain EuSCAPE_IL065,S
573.24386,Klebsiella pneumoniae strain MUGSI_272,S
573.15631,Klebsiella pneumoniae strain K791,S
573.27442,Klebsiella pneumoniae strain 189B3,S
573.53475,Klebsiella pneumoniae KP0247,R
573.43349,Klebsiella pneumoniae strain L10,R
573.49949,Klebsiella pneumoniae Kp59,S
573.66092,Klebsiella pneumoniae JBEHABI-19-0121,S
573.37265,Klebsiella pneumoniae strain KP2723,S
573.64745,Klebsiella pneumoniae 30838_C349123,S
573.45128,Klebsiella pneumoniae NKP11,S
573.13594,Klebsiella pneumoniae KPN1691ec,S
573.22426,Klebsiella pneumoniae strain CRK0182,R
573.33986,Klebsiella pneumoniae strain NMI8424_18,S
573.47224,Klebsiella pneumoniae 2019-1396,S
573.43213,Klebsiella pneumoniae strain Kp_HUCA_Bac_7,S
573.34276,Klebsiella pneumoniae strain KSB2_9A-sc-2280332,S
573.62427,Klebsiella pneumoniae JLKP1113,R
573.54867,Klebsiella pneumoniae Tc5-51,S
573.46697,Klebsiella pneumoniae MUGSI_225,S
573.13335,Klebsiella pneumoniae KPN1385ec,S
573.21256,Klebsiella pneumoniae strain EuSCAPE_TR208,S
573.54117,Klebsiella pneumoniae PK508,S
573.67202,Klebsiella pneumoniae ERR7221180,S
573.31103,Klebsiella pneumoniae strain D51871,S
573.26142,Klebsiella pneumoniae strain 5012STDY7312565,S
573.55101,Klebsiella pneumoniae Kp85-d8-1,S
573.54146,Klebsiella pneumoniae AUH_KP_2022_1,S
573.69615,Klebsiella pneumoniae KP2005568,S
573.42991,Klebsiella pneumoniae strain DSM 30104,S
573.34048,Klebsiella pneumoniae strain H8860,S
573.41921,Klebsiella pneumoniae strain P30-71,S
573.66029,Klebsiella pneumoniae JBCIACE-19-0179,S
573.77420,Klebsiella pneumoniae KPUK01,S
573.14073,Klebsiella pneumoniae KPN343ec,S
573.79273,Klebsiella pneumoniae CN-734-D,S
573.64602,Klebsiella pneumoniae 60773_sr,R
573.29808,Klebsiella pneumoniae strain ZKP138,R
573.64046,Klebsiella pneumoniae LACPHL-BACT-2023-00161,S
573.68098,Klebsiella pneumoniae CH1-39,S
573.27644,Klebsiella pneumoniae strain 4928STDY7071298,S
573.77616,Klebsiella pneumoniae 3226,S
573.27345,Klebsiella pneumoniae strain KZN_INI_KINF_91,S
573.38751,Klebsiella pneumoniae strain KP0023,S
573.20037,Klebsiella pneumoniae strain AF37-11,S
573.24086,Klebsiella pneumoniae strain MUGSI_160,R
573.37606,Klebsiella pneumoniae strain 36KXXI,S
573.77859,Klebsiella pneumoniae GDKL-52,S
573.62679,Klebsiella pneumoniae S2,R
573.66003,Klebsiella pneumoniae JBCHAAB-19-0118,S
573.33175,Klebsiella pneumoniae strain KP0539,R
573.22474,Klebsiella pneumoniae strain CRK0016,R
573.62566,Klebsiella pneumoniae KP1201044,S
573.13430,Klebsiella pneumoniae KPN1493ec,R
573.53809,Klebsiella pneumoniae KP-311486,S
573.23176,Klebsiella pneumoniae strain KLPN_140,R
573.55195,Klebsiella pneumoniae HU108,R
573.13760,Klebsiella pneumoniae KPN1901ec,S
573.49000,Klebsiella pneumoniae KP185,S
573.58257,Klebsiella pneumoniae 17450,S
573.21272,Klebsiella pneumoniae strain EuSCAPE_TR236,R
573.50770,Klebsiella pneumoniae KpE2-19,R
573.72972,Klebsiella pneumoniae 8879_U474,S
573.57135,Klebsiella pneumoniae CRKP-S6,R
573.12899,Klebsiella pneumoniae 3368,S
573.49548,Klebsiella pneumoniae P3-B9,S
573.66427,Klebsiella pneumoniae 27097_7#10,S
573.68213,Klebsiella pneumoniae LACPHL-BACT-2024-00017,S
573.13242,Klebsiella pneumoniae KPN1263ec,S
573.24327,Klebsiella pneumoniae strain MUGSI_103,R
573.51822,Klebsiella pneumoniae HK1018,S
573.42378,Klebsiella pneumoniae strain TUM17574,S
573.66866,Klebsiella pneumoniae KP_NORM_BLD_2009_62777,S
573.56943,Klebsiella pneumoniae 6288839,R
573.20415,Klebsiella pneumoniae strain ID_48 strain not applicable,S
573.52868,Klebsiella pneumoniae kp699,S
573.44003,Klebsiella pneumoniae KP18-41,R
573.49569,Klebsiella pneumoniae Kp.185,S
573.26320,Klebsiella pneumoniae strain 5012STDY7626440,S
573.62528,Klebsiella pneumoniae S2_009_009G1_dasS2_009_009G1_maxbin2.maxbin.003,S
573.55129,Klebsiella pneumoniae KP27919,R
573.56958,Klebsiella pneumoniae 6285594,R
573.32310,Klebsiella pneumoniae strain Kp46564,R
573.26051,Klebsiella pneumoniae strain KP95,S
573.78097,Klebsiella pneumoniae FK6777,R
573.38820,Klebsiella pneumoniae strain 240,S
573.32326,Klebsiella pneumoniae strain RHBSTW-00441,S
573.55143,Klebsiella pneumoniae KP29499,S
573.49501,Klebsiella pneumoniae SP3219,S
573.66651,Klebsiella pneumoniae KP_NORM_BLD_114599,S
573.65231,Klebsiella pneumoniae KP1912,R
573.29937,Klebsiella pneumoniae strain Kpngiani7132489,R
573.62536,Klebsiella pneumoniae KP3221074,S
573.30919,Klebsiella pneumoniae strain P85,R
573.21892,Klebsiella pneumoniae strain EuSCAPE_IT307,S
573.28039,Klebsiella pneumoniae strain 071I4,S
573.21867,Klebsiella pneumoniae strain EuSCAPE_IT394,R
573.78815,Klebsiella pneumoniae HX166,R
573.57284,Klebsiella pneumoniae ERR9578208_bin.44_MetaWRAP_v1.3_MAG,S
573.45097,Klebsiella pneumoniae PN157,R
573.13375,Klebsiella pneumoniae KPN1433ec,S
573.35656,Klebsiella pneumoniae strain CRKP21,R
573.58929,Klebsiella pneumoniae KPN5752,R
573.32329,Klebsiella pneumoniae strain RHBSTW-00128,S
573.44185,Klebsiella pneumoniae Previously collected from blood cultures (R) strain Previously collected from blood cultures (R),S
573.33322,Klebsiella pneumoniae strain NR1362,R
573.26188,Klebsiella pneumoniae strain 5012STDY7312622,S
573.13931,Klebsiella pneumoniae KPN2114ec,R
573.65988,Klebsiella pneumoniae JBCGAAG-19-0102,S
573.44047,Klebsiella pneumoniae SCAID PHRX2-2021 (20/245) strain SCAID PHRX2-2021 (20/245),S
573.14296,Klebsiella pneumoniae KPN636ec,R
573.54666,Klebsiella pneumoniae KP195,R
573.69428,Klebsiella pneumoniae BC-868,S
573.54737,Klebsiella pneumoniae CM15_K_mino,S
573.36029,Klebsiella pneumoniae strain CRKP63,R
573.52456,Klebsiella pneumoniae PRKP37,R
573.64606,Klebsiella pneumoniae 60783_minion,S
573.37196,Klebsiella pneumoniae strain KPM_51,S
573.35047,Klebsiella pneumoniae strain NKP25,S
573.63172,Klebsiella pneumoniae KP101_SE2_14.23_ST147_NDM5_OXA232,S
573.52831,Klebsiella pneumoniae X_44,S
573.43521,Klebsiella pneumoniae strain Prospectively collected (P) strain Prospectively collected (P) strain Prospectively collected (P),S
573.57049,Klebsiella pneumoniae 649,S
573.54708,Klebsiella pneumoniae CR-hvKP006,R
573.14887,Klebsiella pneumoniae strain L529,R
573.20030,Klebsiella pneumoniae strain 1050,S
573.69435,Klebsiella pneumoniae RM2.05.T0,R
573.79258,Klebsiella pneumoniae 70153918,S
573.27235,Klebsiella pneumoniae strain AS003081,S
573.63320,Klebsiella pneumoniae KLEB-CRE-RXH-0011,S
573.66290,Klebsiella pneumoniae 26975_4#155,R
573.12763,Klebsiella pneumoniae strain C11-E7-15,S
573.30006,Klebsiella pneumoniae strain Kpngiani7132540,R
573.29977,Klebsiella pneumoniae strain Kpngiani7132518,R
573.41037,Klebsiella pneumoniae strain KP18-8,R
573.46603,Klebsiella pneumoniae MRSN12232,R
573.13903,Klebsiella pneumoniae KPN2080ec,S
573.39614,Klebsiella pneumoniae strain K574,S
573.23141,Klebsiella pneumoniae strain KP17-16,S
573.21949,Klebsiella pneumoniae strain EuSCAPE_HU006,S
573.79446,Klebsiella pneumoniae MAR168,S
573.29796,Klebsiella pneumoniae strain ZKP140,S
573.52640,Klebsiella pneumoniae 207,S
573.24418,Klebsiella pneumoniae strain MUGSI_51,R
573.52495,Klebsiella pneumoniae 1332,R
573.68145,Klebsiella pneumoniae 105C7,S
573.58339,Klebsiella pneumoniae KP204,S
573.29846,Klebsiella pneumoniae strain ZKP194,S
573.34151,Klebsiella pneumoniae strain JX-CR-hvKP-8,R
573.52554,Klebsiella pneumoniae PSKP14,R
573.13491,Klebsiella pneumoniae KPN1562ec,R
573.55178,Klebsiella pneumoniae HU227,S
573.63260,Klebsiella pneumoniae ZJ-125,S
573.29082,Klebsiella pneumoniae strain RADAR102,R
573.14376,Klebsiella pneumoniae KPN758ec,S
573.54270,Klebsiella pneumoniae ID_0464_21,S
573.67708,Klebsiella pneumoniae Kp1990,S
573.24288,Klebsiella pneumoniae strain 350,S
573.52944,Klebsiella pneumoniae K2129,S
573.66241,Klebsiella pneumoniae 26968_5#176,S
573.72900,Klebsiella pneumoniae S2020004,S
573.15462,Klebsiella pneumoniae strain 10315_6#51,R
573.42037,Klebsiella pneumoniae strain 2019_OU_BfR0020,S
573.42013,Klebsiella pneumoniae strain MRSN18411,S
573.20317,Klebsiella pneumoniae strain 4300STDY6470431,S
573.44545,Klebsiella pneumoniae NCTC 13442,S
573.49431,Klebsiella pneumoniae TH12849,S
573.31727,Klebsiella pneumoniae strain C1-84,R
573.78874,Klebsiella pneumoniae GKPN0010,R
573.14472,Klebsiella pneumoniae KPN893ec,R
573.56381,Klebsiella pneumoniae D3212ATCC BAA-1705,R
573.77835,Klebsiella pneumoniae GDKL-N63,S
573.28016,Klebsiella pneumoniae strain C51,S
573.31700,Klebsiella pneumoniae strain NMI3243_13,R
573.41442,Klebsiella pneumoniae strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R) strain Previously collected from blood cultures (R),S
573.12704,Klebsiella pneumoniae strain G749,S
573.37593,Klebsiella pneumoniae strain CRE571,S
573.77958,Klebsiella pneumoniae D3H,R
573.21407,Klebsiella pneumoniae strain EuSCAPE_CZ004,S
573.28654,Klebsiella pneumoniae strain CriePir26,S
573.49115,Klebsiella pneumoniae kp291,R
573.24252,Klebsiella pneumoniae strain 16,R
573.62400,Klebsiella pneumoniae INSA58062,R
573.20060,Klebsiella pneumoniae strain AR_0135,R
573.46382,Klebsiella pneumoniae CX112,R
573.42916,Klebsiella pneumoniae strain MRSN511348,R
573.64534,Klebsiella pneumoniae IMB-61,S
573.68132,Klebsiella pneumoniae hmvpk_12,R
573.35078,Klebsiella pneumoniae strain CCBH27695,R
573.41152,Klebsiella pneumoniae strain MRSN22232,S
573.42796,Klebsiella pneumoniae strain BK-167,S
573.42847,Klebsiella pneumoniae strain P30-75,S
573.34257,Klebsiella pneumoniae strain KSB2_8B-sc-2280349,S
573.14451,Klebsiella pneumoniae KPN866ec,S
573.31653,Klebsiella pneumoniae strain NMI2768_17,S
573.66692,Klebsiella pneumoniae KP_NORM_BLD_115993,S
573.17869,Klebsiella pneumoniae strain CST_1_2,R
573.12881,Klebsiella pneumoniae 108,S
573.14779,Klebsiella pneumoniae strain 53,R
573.41881,Klebsiella pneumoniae strain WHC160,S
573.33902,Klebsiella pneumoniae strain C0674,S
573.78706,Klebsiella pneumoniae 7025/22,S
573.22475,Klebsiella pneumoniae strain CRK0015,R
573.65600,Klebsiella pneumoniae Kp_FZcol-1,S
573.62571,Klebsiella pneumoniae KP1222018,S
573.9960,Klebsiella pneumoniae strain VRES1248,S
573.48978,Klebsiella pneumoniae IR12024_1,R
573.18475,Klebsiella pneumoniae strain PEC-VIM,S
573.46821,Klebsiella pneumoniae KP35,R
573.68325,Klebsiella pneumoniae PEKP3093,S
573.21919,Klebsiella pneumoniae strain EuSCAPE_IT343,R
573.16477,Klebsiella pneumoniae strain KP7,S
573.67246,Klebsiella pneumoniae ERR7221226,R
573.31732,Klebsiella pneumoniae strain C1-36,R
573.27617,Klebsiella pneumoniae strain S_2183,R
573.30942,Klebsiella pneumoniae strain HSP74,R
573.13266,Klebsiella pneumoniae KPN128ec,S
573.78124,Klebsiella pneumoniae 358C9,S
573.31609,Klebsiella pneumoniae strain KP-MO-20,R
573.31092,Klebsiella pneumoniae strain 8407,S
573.38173,Klebsiella pneumoniae strain WH7,S
573.14191,Klebsiella pneumoniae KPN484ec,S
573.56282,Klebsiella pneumoniae AHM21C2888KI,S
573.46263,Klebsiella pneumoniae 2485STDY5438393,S
573.45969,Klebsiella pneumoniae K210183,S
573.13006,Klebsiella pneumoniae 30,S
573.33269,Klebsiella pneumoniae strain NR4743,R
573.53603,Klebsiella pneumoniae CRKP_8,R
573.44764,Klebsiella pneumoniae 18B120,S
573.42370,Klebsiella pneumoniae strain TUM17554,S
573.29907,Klebsiella pneumoniae strain Kpngiani7132599,R
573.79220,Klebsiella pneumoniae KE9676,S
573.36647,Klebsiella pneumoniae strain C13,R
573.42030,Klebsiella pneumoniae strain MRSN4815,S
573.73011,Klebsiella pneumoniae 8844_U479,S
573.45182,Klebsiella pneumoniae N11,R
573.62625,Klebsiella pneumoniae 23-C-SY-41,S
573.24448,Klebsiella pneumoniae strain MUGSI_89,R
573.63440,Klebsiella pneumoniae 2500,S
573.15493,Klebsiella pneumoniae strain 10315_6#87,S
573.18227,Klebsiella pneumoniae strain SCKP040072,R
573.34294,Klebsiella pneumoniae strain INF279-sc-2280202,S
573.45265,Klebsiella pneumoniae cpe029,S
573.43325,Klebsiella pneumoniae strain L15,R
573.39611,Klebsiella pneumoniae strain 4774,S
573.54888,Klebsiella pneumoniae 804,S
573.13099,Klebsiella pneumoniae KPN1093ec,S
573.44429,Klebsiella pneumoniae WK1,R
573.38772,Klebsiella pneumoniae strain 20190017,R
573.73048,Klebsiella pneumoniae JXHV-KP12,R
573.53507,Klebsiella pneumoniae AM109-08,S
573.63110,Klebsiella pneumoniae NNE-269,S
573.77655,Klebsiella pneumoniae K54,S
573.53052,Klebsiella pneumoniae clean6615,S
573.79008,Klebsiella pneumoniae 6678334,S
573.78022,Klebsiella pneumoniae 3071_kpn,S
573.43359,Klebsiella pneumoniae strain MCL-2018-4,S
573.27384,Klebsiella pneumoniae strain P124B W,S
573.27479,Klebsiella pneumoniae strain 162J10,R
573.65543,Klebsiella pneumoniae 190624049719,S
573.29119,Klebsiella pneumoniae strain 114PB,S
573.26023,Klebsiella pneumoniae strain NJSETYY15-CR,R
573.45214,Klebsiella pneumoniae 4,R
573.13784,Klebsiella pneumoniae KPN1932ec,R
573.24314,Klebsiella pneumoniae strain 66,R
573.67669,Klebsiella pneumoniae 1D-206,S
573.62531,Klebsiella pneumoniae 2327,S
573.19981,Klebsiella pneumoniae strain R1081,R
573.78858,Klebsiella pneumoniae A20-2,S
573.13855,Klebsiella pneumoniae KPN2027ec,R
573.42833,Klebsiella pneumoniae strain KP18-2050,R
573.57005,Klebsiella pneumoniae TUM3322,S
573.42843,Klebsiella pneumoniae strain BA31716,S
573.35105,Klebsiella pneumoniae strain CRKP52R,R
573.27346,Klebsiella pneumoniae strain KZN_INI_KINF_24,S
573.37591,Klebsiella pneumoniae strain CRE4,S
573.47356,Klebsiella pneumoniae CNR20190301_S17,S
